Control,Status,Risk Score,Department,Owner,Created Date,Resolved Date,Framework,Control Description,Evidence,SLA Days,Access Type,MTTR Days
C0902,Completed,4,IT,Alice,2025-03-03,2025-03-11,NIST,Firewall Configuration,vuln_scan_report.pdf,7,Admin System,8.0
C0903,Completed,6,HR,Mark,2025-01-13,2025-01-24,PCI-DSS,User Access Review,firewall_config.png,30,Admin System,11.0
C0904,Failed,9,Risk,Mark,2025-02-12,2025-03-05,PCI-DSS,Vulnerability Scan,firewall_config.png,14,Application,21.0
C0905,Completed,6,Risk,Susan,2025-03-19,2025-03-23,HIPAA,Firewall Configuration,log_patch_001.pdf,7,Database,4.0
C0906,In Progress,9,IT,Alice,2025-01-28,,NIST,User Access Review,incident_log.txt,14,Application,
C0907,In Progress,4,IT,Brian,2025-01-18,,HIPAA,Incident Response,access_review.xlsx,14,Application,
C0908,Completed,8,IT,Brian,2025-02-28,2025-03-10,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Database,10.0
C0909,Completed,9,HR,Mark,2025-03-01,2025-03-22,PCI-DSS,Vulnerability Scan,firewall_config.png,7,Admin System,21.0
C0910,Completed,4,Operations,Mary,2025-03-04,2025-03-24,HIPAA,Firewall Configuration,vuln_scan_report.pdf,7,Database,20.0
C0911,Failed,5,IT,Mary,2025-02-26,2025-03-14,HIPAA,Incident Response,firewall_config.png,14,Database,16.0
C0912,Completed,8,IT,John,2025-02-20,2025-02-28,NIST,Firewall Configuration,log_patch_001.pdf,14,Application,8.0
C0913,Failed,6,Finance,Alice,2025-02-25,2025-03-01,NIST,Encryption Control,vuln_scan_report.pdf,30,Database,4.0
C0914,Completed,7,HR,Alice,2025-01-27,2025-02-06,PCI-DSS,User Access Review,access_review.xlsx,30,Admin System,10.0
C0915,Failed,3,IT,Brian,2025-02-01,2025-02-13,NIST,Encryption Control,incident_log.txt,30,Application,12.0
C0916,Completed,7,Finance,John,2025-01-09,2025-01-23,NIST,User Access Review,incident_log.txt,30,Admin System,14.0
C0917,Completed,8,Risk,Susan,2025-03-25,2025-04-10,PCI-DSS,Patch Management,log_patch_001.pdf,30,Application,16.0
C0918,In Progress,6,IT,Alice,2025-03-09,,PCI-DSS,Vulnerability Scan,firewall_config.png,30,Admin System,
C0919,In Progress,9,IT,John,2025-02-15,,PCI-DSS,Firewall Configuration,log_patch_001.pdf,14,Database,
C0920,Completed,6,Finance,John,2025-03-08,2025-03-30,PCI-DSS,Patch Management,incident_log.txt,30,Database,22.0
C0921,In Progress,9,HR,Mark,2025-01-26,,HIPAA,Patch Management,access_review.xlsx,14,Database,
C0922,Completed,4,IT,Brian,2025-01-08,2025-01-26,PCI-DSS,Vulnerability Scan,incident_log.txt,14,Admin System,18.0
C0923,In Progress,8,Risk,John,2025-01-06,,PCI-DSS,Vulnerability Scan,vuln_scan_report.pdf,7,Application,
C0924,In Progress,4,IT,Jane,2025-03-21,,PCI-DSS,User Access Review,incident_log.txt,14,Application,
C0925,Completed,2,Risk,Mary,2025-01-24,2025-02-14,NIST,Encryption Control,incident_log.txt,14,Application,21.0
C0926,Completed,9,Operations,Jane,2025-02-17,2025-03-11,PCI-DSS,Incident Response,vuln_scan_report.pdf,30,Database,22.0
C0927,Completed,5,Operations,Mary,2025-02-14,2025-03-07,HIPAA,User Access Review,firewall_config.png,14,Admin System,21.0
C0928,Failed,4,Risk,David,2025-01-13,2025-01-25,HIPAA,Incident Response,incident_log.txt,30,Application,12.0
C0929,Failed,2,HR,Brian,2025-03-10,2025-03-28,PCI-DSS,Patch Management,log_patch_001.pdf,30,Admin System,18.0
C0930,Completed,1,IT,Mark,2025-01-25,2025-02-01,HIPAA,Incident Response,incident_log.txt,30,Application,7.0
C0931,Completed,7,IT,Susan,2025-01-20,2025-02-09,NIST,Encryption Control,log_patch_001.pdf,7,Database,20.0
C0932,In Progress,6,Operations,Jane,2025-03-23,,PCI-DSS,User Access Review,vuln_scan_report.pdf,30,Admin System,
C0933,In Progress,2,Risk,Jane,2025-03-23,,HIPAA,Vulnerability Scan,incident_log.txt,14,Application,
C0934,Failed,8,IT,David,2025-03-07,2025-03-31,HIPAA,Encryption Control,vuln_scan_report.pdf,30,Application,24.0
C0935,Completed,4,IT,Mary,2025-03-15,2025-04-07,PCI-DSS,Encryption Control,vuln_scan_report.pdf,30,Application,23.0
C0936,Completed,8,HR,Mark,2025-02-14,2025-02-21,HIPAA,User Access Review,firewall_config.png,30,Application,7.0
C0937,Completed,7,Finance,David,2025-02-16,2025-02-25,PCI-DSS,Vulnerability Scan,incident_log.txt,7,Database,9.0
C0938,In Progress,5,Operations,Brian,2025-03-04,,HIPAA,Encryption Control,log_patch_001.pdf,14,Application,
C0939,Completed,8,Operations,Mark,2025-03-17,2025-03-18,NIST,Vulnerability Scan,log_patch_001.pdf,7,Application,1.0
C0940,Failed,9,Finance,Brian,2025-03-18,2025-03-24,HIPAA,Firewall Configuration,incident_log.txt,14,Database,6.0
C0941,Completed,5,IT,John,2025-02-24,2025-03-02,HIPAA,Firewall Configuration,firewall_config.png,7,Application,6.0
C0942,Failed,5,HR,Alice,2025-03-16,2025-04-07,PCI-DSS,Firewall Configuration,firewall_config.png,14,Admin System,22.0
C0943,Failed,2,HR,John,2025-01-19,2025-01-31,HIPAA,Incident Response,firewall_config.png,7,Admin System,12.0
C0944,In Progress,5,Operations,Brian,2025-02-04,,PCI-DSS,Encryption Control,log_patch_001.pdf,30,Application,
C0945,Completed,3,HR,Jane,2025-02-22,2025-03-16,NIST,User Access Review,vuln_scan_report.pdf,7,Database,22.0
C0946,Completed,7,Finance,Mark,2025-01-26,2025-02-07,PCI-DSS,User Access Review,firewall_config.png,7,Database,12.0
C0947,Completed,5,IT,Mary,2025-01-14,2025-01-24,PCI-DSS,Incident Response,log_patch_001.pdf,30,Database,10.0
C0948,In Progress,8,Finance,Susan,2025-02-14,,HIPAA,User Access Review,log_patch_001.pdf,30,Application,
C0949,In Progress,1,Risk,Mary,2025-02-13,,NIST,Firewall Configuration,vuln_scan_report.pdf,14,Application,
C0950,Failed,3,Operations,Mark,2025-03-29,2025-04-21,PCI-DSS,Encryption Control,incident_log.txt,14,Admin System,23.0
C0951,Failed,3,HR,John,2025-03-06,2025-03-12,HIPAA,User Access Review,incident_log.txt,14,Database,6.0
C0952,Failed,9,Risk,Susan,2025-02-20,2025-03-09,HIPAA,User Access Review,firewall_config.png,7,Application,17.0
C0953,Completed,5,HR,Mark,2025-02-12,2025-03-03,PCI-DSS,Patch Management,firewall_config.png,14,Application,19.0
C0954,In Progress,9,IT,Brian,2025-03-27,,HIPAA,Patch Management,vuln_scan_report.pdf,7,Application,
C0955,Completed,9,IT,Jane,2025-01-23,2025-02-10,PCI-DSS,Patch Management,firewall_config.png,7,Database,18.0
C0956,Completed,1,IT,Mary,2025-02-25,2025-03-03,PCI-DSS,Encryption Control,vuln_scan_report.pdf,14,Database,6.0
C0957,Failed,2,HR,Brian,2025-01-19,2025-02-12,PCI-DSS,Firewall Configuration,log_patch_001.pdf,14,Admin System,24.0
C0958,Completed,5,Risk,Susan,2025-03-23,2025-04-11,NIST,Vulnerability Scan,firewall_config.png,7,Database,19.0
C0959,Completed,4,IT,Susan,2025-03-17,2025-03-27,PCI-DSS,Firewall Configuration,log_patch_001.pdf,30,Application,10.0
C0960,In Progress,9,Risk,Mary,2025-02-24,,HIPAA,Firewall Configuration,access_review.xlsx,30,Admin System,
C0961,Completed,7,HR,Brian,2025-03-01,2025-03-25,NIST,Encryption Control,vuln_scan_report.pdf,7,Database,24.0
C0962,Failed,6,Risk,David,2025-02-28,2025-03-08,HIPAA,Encryption Control,access_review.xlsx,14,Database,8.0
C0963,Completed,7,HR,Brian,2025-02-02,2025-02-23,NIST,Patch Management,firewall_config.png,7,Database,21.0
C0964,Completed,1,HR,Susan,2025-01-19,2025-02-12,NIST,User Access Review,log_patch_001.pdf,7,Database,24.0
C0965,Completed,1,Operations,Brian,2025-01-28,2025-02-03,NIST,Incident Response,firewall_config.png,14,Application,6.0
C0966,Completed,8,HR,Jane,2025-02-21,2025-03-14,NIST,Incident Response,access_review.xlsx,30,Database,21.0
C0967,In Progress,2,HR,Mark,2025-02-18,,HIPAA,Vulnerability Scan,firewall_config.png,7,Application,
C0968,Completed,9,Finance,John,2025-02-06,2025-02-13,PCI-DSS,User Access Review,incident_log.txt,30,Application,7.0
C0969,Failed,7,IT,Jane,2025-01-26,2025-02-19,HIPAA,Vulnerability Scan,access_review.xlsx,30,Application,24.0
C0970,Completed,6,Operations,David,2025-02-09,2025-02-10,PCI-DSS,Patch Management,firewall_config.png,14,Admin System,1.0
C0971,Failed,1,Operations,Alice,2025-03-21,2025-04-08,HIPAA,Vulnerability Scan,log_patch_001.pdf,7,Application,18.0
C0972,In Progress,1,Operations,Mark,2025-02-07,,NIST,User Access Review,firewall_config.png,7,Database,
C0973,In Progress,2,Finance,John,2025-03-18,,NIST,User Access Review,log_patch_001.pdf,30,Admin System,
C0974,Completed,6,HR,Alice,2025-03-28,2025-04-21,PCI-DSS,Incident Response,incident_log.txt,30,Database,24.0
C0975,Completed,6,IT,Mary,2025-02-23,2025-03-15,PCI-DSS,Patch Management,firewall_config.png,14,Application,20.0
C0976,Completed,2,Risk,Alice,2025-01-22,2025-02-03,HIPAA,Encryption Control,incident_log.txt,30,Database,12.0
C0977,Failed,1,HR,Mark,2025-01-16,2025-02-01,PCI-DSS,Vulnerability Scan,access_review.xlsx,14,Admin System,16.0
C0978,Completed,5,Finance,Brian,2025-01-28,2025-02-07,HIPAA,Incident Response,log_patch_001.pdf,7,Admin System,10.0
C0979,Completed,5,HR,Mark,2025-02-04,2025-02-14,PCI-DSS,Vulnerability Scan,access_review.xlsx,14,Database,10.0
C0980,Failed,2,HR,Jane,2025-03-01,2025-03-15,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,30,Database,14.0
C0981,Completed,6,Finance,Alice,2025-02-14,2025-03-06,PCI-DSS,Encryption Control,incident_log.txt,7,Database,20.0
C0982,In Progress,9,Operations,Susan,2025-02-15,,NIST,Patch Management,vuln_scan_report.pdf,14,Admin System,
C0983,Completed,2,Operations,John,2025-03-13,2025-03-23,NIST,User Access Review,firewall_config.png,7,Application,10.0
C0984,Completed,2,IT,John,2025-02-24,2025-03-06,HIPAA,Firewall Configuration,incident_log.txt,14,Database,10.0
C0985,In Progress,3,IT,Alice,2025-03-27,,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,30,Application,
C0986,Completed,7,Operations,John,2025-03-26,2025-04-06,HIPAA,Firewall Configuration,log_patch_001.pdf,30,Admin System,11.0
C0987,Failed,6,Risk,Susan,2025-01-26,2025-02-18,PCI-DSS,Patch Management,log_patch_001.pdf,7,Database,23.0
C0988,Completed,8,HR,Mark,2025-03-26,2025-03-28,NIST,Firewall Configuration,log_patch_001.pdf,7,Database,2.0
C0989,Completed,8,Risk,John,2025-01-25,2025-02-14,NIST,Vulnerability Scan,firewall_config.png,7,Admin System,20.0
C0990,In Progress,6,HR,Alice,2025-03-06,,PCI-DSS,Encryption Control,access_review.xlsx,14,Database,
C0991,In Progress,3,Operations,David,2025-01-06,,PCI-DSS,Firewall Configuration,vuln_scan_report.pdf,30,Application,
C0992,Failed,3,IT,David,2025-01-23,2025-01-31,NIST,Patch Management,firewall_config.png,7,Admin System,8.0
C0993,Completed,1,IT,Mary,2025-03-05,2025-03-28,NIST,Patch Management,log_patch_001.pdf,7,Admin System,23.0
C0994,Failed,7,Risk,Jane,2025-03-28,2025-04-04,HIPAA,Encryption Control,firewall_config.png,7,Database,7.0
C0995,Completed,5,IT,John,2025-02-12,2025-02-20,NIST,Firewall Configuration,incident_log.txt,14,Admin System,8.0
C0996,Completed,4,Operations,Jane,2025-01-23,2025-01-24,PCI-DSS,Firewall Configuration,log_patch_001.pdf,7,Database,1.0
C0997,In Progress,4,Risk,Mark,2025-01-30,,HIPAA,User Access Review,vuln_scan_report.pdf,7,Database,
C0998,Completed,4,HR,Alice,2025-03-18,2025-04-08,PCI-DSS,Incident Response,log_patch_001.pdf,14,Admin System,21.0
C0999,In Progress,6,IT,John,2025-01-18,,HIPAA,Patch Management,vuln_scan_report.pdf,14,Database,
C1000,Completed,8,Finance,Brian,2025-03-28,2025-03-30,PCI-DSS,User Access Review,vuln_scan_report.pdf,7,Application,2.0
C1001,Completed,8,IT,Susan,2025-03-20,2025-04-07,NIST,Patch Management,access_review.xlsx,7,Application,18.0
C1002,Failed,5,HR,John,2025-01-21,2025-02-05,PCI-DSS,User Access Review,access_review.xlsx,14,Database,15.0
C1003,In Progress,6,Risk,John,2025-02-26,,HIPAA,Incident Response,firewall_config.png,30,Application,
C1004,In Progress,4,HR,Jane,2025-01-23,,PCI-DSS,User Access Review,firewall_config.png,14,Database,
C1005,In Progress,9,Finance,Jane,2025-02-14,,HIPAA,Patch Management,vuln_scan_report.pdf,30,Application,
C1006,Failed,8,Operations,David,2025-02-13,2025-02-14,PCI-DSS,Firewall Configuration,log_patch_001.pdf,7,Admin System,1.0
C1007,Failed,1,IT,Susan,2025-03-23,2025-03-28,NIST,Patch Management,incident_log.txt,7,Database,5.0
C1008,In Progress,2,Risk,Alice,2025-03-29,,NIST,Vulnerability Scan,incident_log.txt,30,Database,
C1009,Completed,9,Operations,John,2025-02-16,2025-02-18,PCI-DSS,Encryption Control,log_patch_001.pdf,14,Database,2.0
C1010,Completed,8,HR,David,2025-02-09,2025-03-01,PCI-DSS,Encryption Control,log_patch_001.pdf,7,Database,20.0
C1011,Completed,3,Risk,Jane,2025-02-20,2025-02-23,PCI-DSS,Vulnerability Scan,access_review.xlsx,30,Database,3.0
C1012,In Progress,8,Operations,Mary,2025-02-11,,HIPAA,Encryption Control,incident_log.txt,14,Database,
C1013,In Progress,1,Risk,Susan,2025-01-07,,PCI-DSS,Encryption Control,vuln_scan_report.pdf,30,Admin System,
C1014,Completed,4,Finance,David,2025-02-19,2025-03-10,PCI-DSS,Incident Response,firewall_config.png,14,Admin System,19.0
C1015,In Progress,3,Finance,David,2025-02-17,,HIPAA,Firewall Configuration,access_review.xlsx,14,Application,
C1016,In Progress,6,IT,Mark,2025-03-25,,NIST,Firewall Configuration,incident_log.txt,14,Database,
C1017,Completed,7,IT,David,2025-01-06,2025-01-24,PCI-DSS,Patch Management,log_patch_001.pdf,14,Application,18.0
C1018,Failed,4,Finance,Mark,2025-01-09,2025-01-31,PCI-DSS,Vulnerability Scan,incident_log.txt,30,Application,22.0
C1019,In Progress,7,Risk,John,2025-02-26,,NIST,User Access Review,vuln_scan_report.pdf,30,Admin System,
C1020,Completed,9,Finance,John,2025-01-31,2025-02-18,NIST,Patch Management,access_review.xlsx,30,Application,18.0
C1021,Failed,2,IT,Jane,2025-01-21,2025-02-04,HIPAA,Patch Management,log_patch_001.pdf,30,Admin System,14.0
C1022,Completed,3,Finance,Mary,2025-03-31,2025-04-24,PCI-DSS,Patch Management,vuln_scan_report.pdf,30,Application,24.0
C1023,In Progress,5,Finance,Brian,2025-02-09,,PCI-DSS,Patch Management,firewall_config.png,14,Database,
C1024,In Progress,3,Risk,Brian,2025-02-14,,HIPAA,Firewall Configuration,access_review.xlsx,7,Application,
C1025,In Progress,8,Operations,Brian,2025-03-18,,NIST,User Access Review,vuln_scan_report.pdf,7,Admin System,
C1026,Completed,8,IT,Jane,2025-02-18,2025-02-26,HIPAA,Patch Management,vuln_scan_report.pdf,30,Admin System,8.0
C1027,In Progress,8,Risk,Mark,2025-03-28,,NIST,Firewall Configuration,log_patch_001.pdf,30,Admin System,
C1028,In Progress,9,Finance,Jane,2025-01-20,,HIPAA,Patch Management,firewall_config.png,7,Application,
C1029,Completed,4,Finance,Susan,2025-01-17,2025-01-29,NIST,Encryption Control,vuln_scan_report.pdf,14,Application,12.0
C1030,In Progress,5,Operations,Susan,2025-01-28,,HIPAA,Patch Management,access_review.xlsx,30,Admin System,
C1031,Completed,5,IT,Mary,2025-02-10,2025-03-03,NIST,Vulnerability Scan,vuln_scan_report.pdf,14,Database,21.0
C1032,Failed,8,IT,Susan,2025-03-07,2025-03-17,NIST,Vulnerability Scan,incident_log.txt,7,Database,10.0
C1033,Completed,7,HR,Brian,2025-01-25,2025-02-17,NIST,Patch Management,access_review.xlsx,7,Application,23.0
C1034,Completed,9,IT,Brian,2025-02-27,2025-03-19,NIST,Incident Response,access_review.xlsx,30,Application,20.0
C1035,Completed,8,Operations,Jane,2025-02-10,2025-02-27,NIST,Encryption Control,vuln_scan_report.pdf,14,Admin System,17.0
C1036,Failed,2,HR,David,2025-01-06,2025-01-17,PCI-DSS,User Access Review,log_patch_001.pdf,30,Application,11.0
C1037,Completed,4,HR,Susan,2025-03-16,2025-03-18,NIST,Patch Management,access_review.xlsx,7,Application,2.0
C1038,In Progress,6,Finance,Jane,2025-02-07,,PCI-DSS,User Access Review,incident_log.txt,14,Admin System,
C1039,Completed,2,Finance,John,2025-01-06,2025-01-10,NIST,Encryption Control,log_patch_001.pdf,30,Admin System,4.0
C1040,Completed,7,IT,John,2025-02-14,2025-02-15,PCI-DSS,Patch Management,log_patch_001.pdf,30,Application,1.0
C1041,Failed,3,HR,David,2025-03-16,2025-03-31,PCI-DSS,Incident Response,log_patch_001.pdf,30,Database,15.0
C1042,In Progress,3,Finance,David,2025-01-14,,HIPAA,Firewall Configuration,access_review.xlsx,7,Application,
C1043,Completed,2,Operations,David,2025-03-07,2025-03-20,NIST,Incident Response,log_patch_001.pdf,30,Database,13.0
C1044,Failed,8,Finance,Jane,2025-02-09,2025-02-17,HIPAA,Incident Response,vuln_scan_report.pdf,14,Database,8.0
C1045,In Progress,6,Finance,John,2025-01-03,,HIPAA,Firewall Configuration,log_patch_001.pdf,30,Database,
C1046,Failed,1,HR,Brian,2025-01-24,2025-01-28,NIST,Firewall Configuration,incident_log.txt,7,Admin System,4.0
C1047,Completed,1,HR,David,2025-01-19,2025-01-29,HIPAA,Vulnerability Scan,firewall_config.png,30,Admin System,10.0
C1048,Completed,7,Risk,Mary,2025-01-18,2025-02-06,NIST,Firewall Configuration,incident_log.txt,7,Admin System,19.0
C1049,In Progress,8,Operations,Mark,2025-03-05,,HIPAA,Patch Management,access_review.xlsx,7,Application,
C1050,Completed,5,HR,Jane,2025-03-29,2025-04-16,NIST,User Access Review,log_patch_001.pdf,14,Admin System,18.0
C1051,In Progress,5,IT,David,2025-02-04,,NIST,Vulnerability Scan,log_patch_001.pdf,14,Admin System,
C1052,Failed,4,Operations,Mark,2025-03-03,2025-03-08,NIST,Vulnerability Scan,vuln_scan_report.pdf,30,Application,5.0
C1053,In Progress,6,Operations,Alice,2025-01-01,,PCI-DSS,User Access Review,log_patch_001.pdf,7,Application,
C1054,In Progress,6,HR,David,2025-01-25,,HIPAA,Vulnerability Scan,incident_log.txt,7,Database,
C1055,In Progress,3,Operations,John,2025-02-14,,PCI-DSS,Firewall Configuration,access_review.xlsx,14,Application,
C1056,Completed,9,HR,Susan,2025-02-18,2025-03-09,HIPAA,Incident Response,firewall_config.png,14,Application,19.0
C1057,In Progress,7,Finance,David,2025-03-30,,HIPAA,Encryption Control,log_patch_001.pdf,30,Admin System,
C1058,Completed,1,Risk,Jane,2025-01-16,2025-02-08,HIPAA,Firewall Configuration,firewall_config.png,7,Database,23.0
C1059,Completed,7,Finance,Susan,2025-01-19,2025-02-10,PCI-DSS,Incident Response,log_patch_001.pdf,14,Database,22.0
C1060,Failed,5,HR,Alice,2025-01-23,2025-02-08,HIPAA,Incident Response,access_review.xlsx,30,Application,16.0
C1061,In Progress,5,HR,Mary,2025-03-24,,PCI-DSS,Vulnerability Scan,incident_log.txt,7,Admin System,
C1062,In Progress,2,Finance,Susan,2025-01-25,,NIST,Patch Management,access_review.xlsx,7,Admin System,
C1063,In Progress,4,IT,Mark,2025-01-16,,HIPAA,Patch Management,firewall_config.png,14,Admin System,
C1064,Completed,6,IT,Brian,2025-02-23,2025-02-24,HIPAA,Vulnerability Scan,log_patch_001.pdf,30,Admin System,1.0
C1065,Completed,7,IT,David,2025-03-14,2025-03-26,NIST,Vulnerability Scan,firewall_config.png,14,Application,12.0
C1066,In Progress,5,HR,Alice,2025-01-01,,NIST,User Access Review,incident_log.txt,30,Admin System,
C1067,Completed,9,Operations,Alice,2025-02-11,2025-03-07,HIPAA,User Access Review,access_review.xlsx,7,Database,24.0
C1068,Completed,3,HR,Susan,2025-01-19,2025-01-21,NIST,Encryption Control,firewall_config.png,30,Database,2.0
C1069,Completed,1,Operations,Mary,2025-02-03,2025-02-24,PCI-DSS,Encryption Control,firewall_config.png,30,Application,21.0
C1070,Completed,4,Finance,John,2025-03-21,2025-03-29,PCI-DSS,Encryption Control,incident_log.txt,30,Admin System,8.0
C1071,Completed,9,Risk,David,2025-02-24,2025-03-14,HIPAA,Encryption Control,log_patch_001.pdf,30,Admin System,18.0
C1072,Completed,4,Operations,Alice,2025-01-18,2025-02-03,PCI-DSS,Incident Response,firewall_config.png,30,Admin System,16.0
C1073,Completed,2,IT,Mary,2025-02-03,2025-02-08,PCI-DSS,Incident Response,incident_log.txt,14,Admin System,5.0
C1074,Completed,5,HR,Brian,2025-03-30,2025-04-21,HIPAA,User Access Review,log_patch_001.pdf,30,Application,22.0
C1075,In Progress,3,Finance,Alice,2025-02-14,,NIST,Patch Management,log_patch_001.pdf,30,Admin System,
C1076,Completed,9,IT,Mary,2025-01-06,2025-01-19,HIPAA,Vulnerability Scan,access_review.xlsx,7,Application,13.0
C1077,Completed,4,Finance,Jane,2025-01-21,2025-02-09,PCI-DSS,Patch Management,incident_log.txt,30,Admin System,19.0
C1078,Failed,6,Risk,John,2025-03-11,2025-03-14,HIPAA,Firewall Configuration,log_patch_001.pdf,7,Admin System,3.0
C1079,Completed,2,HR,John,2025-02-17,2025-02-25,HIPAA,Incident Response,access_review.xlsx,14,Database,8.0
C1080,In Progress,6,HR,Alice,2025-02-08,,PCI-DSS,Encryption Control,vuln_scan_report.pdf,14,Application,
C1081,In Progress,3,Risk,Mark,2025-01-31,,PCI-DSS,Encryption Control,incident_log.txt,30,Database,
C1082,Completed,9,HR,Alice,2025-01-10,2025-01-22,HIPAA,Firewall Configuration,vuln_scan_report.pdf,14,Application,12.0
C1083,Completed,2,Operations,Susan,2025-01-30,2025-02-01,PCI-DSS,Patch Management,log_patch_001.pdf,30,Admin System,2.0
C1084,In Progress,9,Finance,David,2025-01-18,,PCI-DSS,Encryption Control,incident_log.txt,14,Admin System,
C1085,In Progress,5,IT,Mary,2025-03-01,,PCI-DSS,Patch Management,access_review.xlsx,30,Application,
C1086,Completed,8,Risk,Alice,2025-03-29,2025-04-09,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,30,Database,11.0
C1087,Failed,2,Operations,David,2025-03-14,2025-03-26,PCI-DSS,Firewall Configuration,incident_log.txt,7,Application,12.0
C1088,Completed,6,IT,Susan,2025-01-15,2025-02-02,PCI-DSS,Patch Management,incident_log.txt,7,Application,18.0
C1089,In Progress,3,IT,Jane,2025-01-04,,NIST,Vulnerability Scan,vuln_scan_report.pdf,7,Admin System,
C1090,Completed,5,Risk,Jane,2025-03-04,2025-03-17,HIPAA,Patch Management,log_patch_001.pdf,7,Database,13.0
C1091,In Progress,8,Operations,David,2025-02-09,,PCI-DSS,Patch Management,access_review.xlsx,30,Application,
C1092,Failed,1,IT,Alice,2025-01-09,2025-01-14,HIPAA,Encryption Control,access_review.xlsx,14,Database,5.0
C1093,Failed,5,IT,John,2025-01-09,2025-01-31,NIST,User Access Review,log_patch_001.pdf,30,Database,22.0
C1094,Failed,3,Operations,Mary,2025-01-26,2025-02-07,PCI-DSS,Incident Response,log_patch_001.pdf,7,Application,12.0
C1095,Completed,4,HR,Mary,2025-01-04,2025-01-06,HIPAA,Patch Management,firewall_config.png,7,Database,2.0
C1096,Completed,2,IT,Jane,2025-03-22,2025-03-27,PCI-DSS,Patch Management,vuln_scan_report.pdf,14,Admin System,5.0
C1097,Completed,9,Finance,Jane,2025-01-16,2025-01-23,PCI-DSS,Patch Management,log_patch_001.pdf,7,Admin System,7.0
C1098,Completed,3,Operations,John,2025-01-15,2025-02-08,PCI-DSS,User Access Review,log_patch_001.pdf,30,Admin System,24.0
C1099,In Progress,2,IT,Mark,2025-02-21,,PCI-DSS,Vulnerability Scan,firewall_config.png,30,Admin System,
C1100,Completed,9,Risk,Alice,2025-03-10,2025-03-22,PCI-DSS,Firewall Configuration,firewall_config.png,30,Database,12.0
C1101,Completed,7,Finance,Jane,2025-01-05,2025-01-21,PCI-DSS,Encryption Control,incident_log.txt,30,Admin System,16.0
C1102,In Progress,6,IT,Jane,2025-01-20,,PCI-DSS,User Access Review,access_review.xlsx,30,Application,
C1103,In Progress,1,Finance,Jane,2025-03-20,,NIST,Vulnerability Scan,vuln_scan_report.pdf,14,Admin System,
C1104,In Progress,5,Finance,Mary,2025-01-18,,NIST,Patch Management,incident_log.txt,30,Application,
C1105,In Progress,3,HR,Alice,2025-01-02,,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,7,Application,
C1106,Completed,1,Finance,Susan,2025-01-13,2025-02-05,PCI-DSS,User Access Review,firewall_config.png,7,Admin System,23.0
C1107,Completed,4,HR,Alice,2025-01-04,2025-01-12,NIST,User Access Review,access_review.xlsx,7,Admin System,8.0
C1108,In Progress,2,Operations,David,2025-02-11,,NIST,User Access Review,incident_log.txt,7,Database,
C1109,Failed,2,HR,John,2025-03-15,2025-03-24,NIST,Firewall Configuration,access_review.xlsx,14,Application,9.0
C1110,Completed,3,Risk,Mark,2025-03-02,2025-03-17,PCI-DSS,Incident Response,firewall_config.png,7,Admin System,15.0
C1111,In Progress,8,IT,Jane,2025-01-08,,HIPAA,Encryption Control,incident_log.txt,14,Database,
C1112,Completed,8,Operations,Jane,2025-03-08,2025-03-13,HIPAA,Firewall Configuration,incident_log.txt,7,Admin System,5.0
C1113,Completed,7,Operations,Alice,2025-03-04,2025-03-17,HIPAA,Firewall Configuration,access_review.xlsx,14,Admin System,13.0
C1114,Failed,6,Risk,Mark,2025-01-09,2025-01-14,HIPAA,Incident Response,firewall_config.png,14,Admin System,5.0
C1115,Failed,9,HR,Jane,2025-01-11,2025-01-22,PCI-DSS,Firewall Configuration,log_patch_001.pdf,14,Application,11.0
C1116,Failed,4,IT,Mark,2025-02-11,2025-02-21,HIPAA,User Access Review,incident_log.txt,7,Admin System,10.0
C1117,Completed,1,HR,Susan,2025-01-13,2025-02-02,NIST,User Access Review,log_patch_001.pdf,14,Database,20.0
C1118,In Progress,8,Finance,Brian,2025-02-05,,NIST,Vulnerability Scan,firewall_config.png,30,Admin System,
C1119,Completed,7,HR,John,2025-01-13,2025-01-26,HIPAA,Patch Management,incident_log.txt,30,Admin System,13.0
C1120,Completed,7,Operations,Mark,2025-01-12,2025-01-21,NIST,Firewall Configuration,incident_log.txt,7,Database,9.0
C1121,In Progress,3,IT,Mary,2025-02-06,,PCI-DSS,Patch Management,log_patch_001.pdf,30,Database,
C1122,In Progress,4,HR,David,2025-03-15,,HIPAA,Encryption Control,vuln_scan_report.pdf,30,Application,
C1123,In Progress,9,IT,Mary,2025-03-14,,HIPAA,User Access Review,log_patch_001.pdf,30,Application,
C1124,In Progress,6,IT,Jane,2025-02-21,,PCI-DSS,Vulnerability Scan,log_patch_001.pdf,7,Application,
C1125,Failed,5,Finance,Susan,2025-03-12,2025-04-02,NIST,Encryption Control,vuln_scan_report.pdf,7,Application,21.0
C1126,Failed,3,Finance,Susan,2025-01-02,2025-01-16,PCI-DSS,Vulnerability Scan,firewall_config.png,30,Database,14.0
C1127,Completed,9,Operations,Mary,2025-02-25,2025-03-15,PCI-DSS,Incident Response,firewall_config.png,7,Admin System,18.0
